name,loc,size,area,price,price_sum,dire,floor,buildtime,advantage
三湘四季花城,松江大学城-梅家浜路1508弄2-45号,3室2厅,117.62,49992,588,南向,中层（共18层）,2010年建,"满五优质教育配套成熟小区中心
                                        距9号线松江大学城站约455米"
四季绿城,淞南-新二路999弄1-124号,2室2厅,87,47126,410,南向,中层（共6层）,2005年建,无
新天地河滨花园,天山-新天地河滨花园芙蓉江路555弄1-20号,3室2厅,138,79710,1100,南北向,高层（共28层）,2011年建,"满五业主急售送车位
                                        距2号线娄山关路站约1044米"
水语人家,浦江-浦涛路768弄、浦涛路751弄,1室2厅,55.6,30576,170,南向,高层（共11层）,2009年建,无
三佳花苑,七宝-新镇路1060弄,1室1厅,42.75,85380,365,南向,高层（共6层）,1994年建,"优质教育
                                        距9号线星中路站约780米"
新泾八村,北新泾-天山西路445弄1-5号、新渔路400弄1-,2室1厅,86.86,64472,560,南北向,中层（共13层）,2001年建,"满五配套成熟业主急售
                                        距2号线淞虹路站约439米"
曹杨三村杏园,曹杨-梅川路141弄,2室0厅,45,51111,230,南向,高层（共6层）,1994年建,"满五
                                        距13号线大渡河路站约1074米"
经纬城市绿洲二期,上大-经纬城市绿洲二期涵青路398弄,3室2厅,123,41463,510,南北向,中层（共17层）,2009年建,"满五优质教育
                                        距7号线南陈路站约1063米"
昱龙家园南区,康桥-康达路508弄1-89号,2室2厅,81,31235,253,南北向,高层（共11层）,2014年建,满五配套成熟小区中心
金硕河畔景园(南区),浦江-浦连路598弄,2室2厅,75,28667,215,南向,中层（共14层）,,满五配套成熟总价低
华润中央公园,南翔-芳礼路99弄1-12号、浩翔路99弄、浩翔路,4室2厅,188.6,46394,875,南北向,低层（共25层）,2014年建,满五小区中心总价低
月浦八村,月浦-龙镇路德都路,2室1厅,47.64,29387,140,南向,低层（共6层）,1985年建,优质教育
绿地南桥新苑,南桥-环城东路885弄,2室2厅,90.76,33385,303,南北向,中层（共14层）,2007年建,"满五配套成熟小区中心
                                        距5号线环城东路站约263米"
中都华庭,嘉兴-大云镇康兴西路85号,2室2厅,66,9242,61,南北向,中层（共16层）,2019年建,配套成熟拎包入住
海盐碧桂园,嘉兴-新客运中心西侧,3室2厅,82,9146,75,南北向,中层（共18层）,2016年建,满二配套成熟性价比高
东方巴黎,建国西路-南昌路555号,3室2厅,131,99237,1300,南北向,高层（共37层）,2000年建,"优质教育
                                        距1号线陕西南路站约353米"
龙南四村,龙华-龙南四村龙南四村3-41号,2室1厅,61.8,47735,295,南向,中层（共6层）,1996年建,"满五优质教育
                                        距11号线龙耀路站约714米"
大华水岸蓝桥,大华-真华路999弄,3室2厅,100.1,48851,489,南北向,高层（共14层）,2007年建,满五配套成熟拎包入住
中粮海景壹号,陆家嘴-中粮海景壹号银城中路600弄,4室3厅,390,251282,9800,东向,中层（共39层）,2010年建,"满二
                                        距2号线陆家嘴站约694米"
舒馨北苑,川沙-新德西路508弄,3室2厅,118.89,40794,485,南向,低层（共6层）,2007年建,满五优质教育
圣骊河滨苑,东外滩-龙江路317弄、龙江路388弄,2室2厅,83.81,84715,710,南向,中层（共22层）,2012年建,"满五优质教育
                                        距12号线江浦公园站约1155米"
静安新城十一区,静安新城-漕宝路1467弄11区1-73号,2室1厅,43,68605,295,南向,低层（共6层）,1998年建,"满五优质教育
                                        距9号线合川路站约1053米"
万达茂公馆,青浦城区-朱家角路306号、326号、370号、388,2室2厅,55,27455,151,南北向,低层（共26层）,2019年建,"满五首付低总价低
                                        距17号线淀山湖大道站约136米"
山水国际,源深-羽山路383弄,2室2厅,109.6,75912,832,南向,低层（共18层）,2005年建,"满五优质教育
                                        距6号线民生路站约274米"
康桥半岛城中花园,康桥-康桥半岛城中花园秀沿路1028弄2支弄1-1,3室2厅,153,37908,580,南北向,中层（共16层）,2001年建,满五
嘉宝梦之湾,嘉定城区-平城路2055弄,2室1厅,76.69,36511,280,南向,中层（共24层）,2012年建,"满五优质教育配套成熟拎包入住
                                        距11号线嘉定西站约655米"
花溪畔居,昆山-花溪畔居光明路99号,2室2厅,71,9718,69,南北向,中层（共18层）,2010年建,满五优质教育配套成熟小区中心
万源城御�E,古美-古龙路588号、古龙路666弄,5室2厅,295.83,87888,2600,南向,高层（共19层）,2015年建,"满五
                                        距12号线东兰路站约715米"
张江汤臣豪园四期,张江-藿香路238弄,2室2厅,110,90818,999,东南向,高层（共12层）,2012年建,"满二优质教育
                                        距2号线张江高科站约666米"
绿地璀璨天城,马桥-富国路355弄,3室2厅,94.05,39341,370,南北向,低层（共18层）,2016年建,满二配套成熟性价比高
美兰湖颐景园,罗店-美艾路198弄1-10号、25-46号、65,3室2厅,123,26829,330,南北向,高层（共6层）,2007年建,"满五优质教育配套成熟性价比高
                                        距7号线罗南新村站约627米"
中南·漫悦湾,嘉兴-九龙山将军高尔夫俱乐部正对面,3室2厅,80,9000,72,南北向,低层（共8层）,2017年建,满二配套成熟采光好
汇枫公寓,周浦-康沈路3001弄,1室1厅,57,33333,190,南向,高层（共18层）,2015年建,满五优质教育性价比高业主急售户型佳
第九城市,联洋-锦绣路300弄,3室2厅,150.8,92175,1390,南北向,高层（共20层）,2005年建,"满二优质教育户型佳送车位
                                        距9号线芳甸路站约619米"
唐家宅小区,老西门-西藏南路1566弄7-28号,2室1厅,51,72549,370,南北向,低层（共6层）,2000年建,"满五
                                        距4号线西藏南路站约104米"
大上海国际花园,静安新城-漕宝路1555弄,3室2厅,131.11,56823,745,南向,中层（共6层）,1999年建,"满五
                                        距9号线合川路站约813米"
星尚湾,华新-新凤中路899弄,4室3厅,159.5,36364,580,南北向,低层（共18层）,2012年建,满二优质教育黄金楼层一梯一户
中冶尚城,外高桥-繁锦路688弄、启帆路309号,2室2厅,89,65169,580,南北向,中层（共14层）,2009年建,"满五优质教育性价比高业主急售
                                        距6号线洲海路站约407米"
莘闵荣顺苑,颛桥-颛盛路135弄,1室2厅,69,46377,320,南向,低层（共11层）,2004年建,"满二
                                        距5号线颛桥站约551米"
殷高路149弄小区,高境-殷高路149弄,2室2厅,91,49451,450,南向,中层（共6层）,1994年建,"满五唯一优质教育
                                        距3号线殷高西路站约287米"
三林世博家园,三林-大道站路94弄,1室1厅,58.99,43736,258,南向,高层（共6层）,2006年建,"满五优质教育总价低性价比高
                                        距11号线浦三路站约918米"
龙柏二村,龙柏-龙柏二村,1室1厅,41.02,51195,210,南向,高层（共6层）,1994年建,"满五优质教育
                                        距10号线上海动物园站约954米"
徐泾北城瑞和明庭西区,徐泾-乐爱路333弄,3室1厅,84,33333,280,南北向,中层（共18层）,2013年建,满二采光好明厨明卫
悉尼阳光,塘桥-临沂北路210弄,2室1厅,97.7,76766,750,南向,中层（共12层）,2002年建,"满五配套成熟性价比高
                                        距4号线塘桥站约536米"
浦发绿城,三林-浦发绿城西泰林路901弄,2室2厅,80,43500,348,南北向,高层（共6层）,2005年建,"满五优质教育配套成熟性价比高户型佳
                                        距11号线浦三路站约307米"
美兰湖中华园,罗店-抚远路1288弄,3室1厅,89,35393,315,南北向,中层（共6层）,2012年建,优质教育配套成熟业主急售
御景龙庭,金山新城-学府路818弄,3室2厅,92,17935,165,南北向,低层（共18层）,2013年建,优质教育
逸皓华庭,重固-重固镇大街518弄,2室2厅,89,22472,200,南北向,中层（共12层）,2012年建,满五优质教育总价低业主急售
紫荆四村,安亭-墨玉路63弄,2室2厅,74,21622,160,南北向,低层（共6层）,1995年建,"满五配套成熟总价低
                                        距11号线安亭站约583米"
经纬城市绿洲四期,上大-纬地路375弄,3室2厅,141.07,44552,628.5,南北向,中层（共18层）,2014年建,"满二优质教育性价比高地暖
                                        距7号线南陈路站约440米"
宜达新居,青浦城区-盈港东路8000弄,2室2厅,77.6,34407,267,南向,低层（共18层）,2015年建,"满五优质教育
                                        距17号线汇金路站约402米"
梅陇八村,华东理工-梅陇八村,2室1厅,81.31,47965,390,西南向,中层（共18层）,1996年建,满五优质教育
佳运公寓,川沙-川环南路579弄,3室2厅,139.92,41452,580,南北向,中层（共11层）,2002年建,"满五优质教育性价比高户型佳
                                        距2号线川沙站约439米"
新海城,江湾镇-逸仙路458弄,3室2厅,123,54146,666,南北向,高层（共24层）,2004年建,"满五业主急售景观房
                                        距3号线江湾镇站约439米"
景瑞理想之光,罗店-景瑞理想之光罗芬路98弄,2室2厅,90,36667,330,南北向,低层（共6层）,2011年建,"满五
                                        距7号线罗南新村站约420米"
控江六村,控江路-控江六村双阳路590弄,1室1厅,35,71429,250,南向,高层（共5层）,,"满五优质教育
                                        距8号线延吉中路站约682米"
迎春园,康健-虹漕南路718弄,2室2厅,81.2,45566,370,南北向,中层（共28层）,1996年建,"满五优质教育首付低总价低
                                        距1号线锦江乐园站约696米"
阳明国际花苑,莘庄-水清路588弄,3室2厅,145,57586,835,南向,中层（共11层）,2001年建,满五优质教育
银河新都,春申-绿莲路99弄、绿莲路100弄、老沪闵路225,2室1厅,63.63,47462,302,南向,高层（共11层）,2010年建,满五
江海新村,南桥-江海新村1-608号,2室2厅,83.65,18530,155,南向,低层（共6层）,1995年建,满五优质教育配套成熟小区中心
新外滩花苑,北外滩-东大名路888弄1-17号,3室2厅,120,83333,1000,南向,高层（共20层）,2008年建,距12号线提篮桥站约485米
香逸湾,杨行-香逸湾莲花山路517弄、竹韵路58弄、竹韵路,3室2厅,88.7,40586,360,南北向,中层（共12层）,2011年建,满五小区中心黄金楼层
中城绿苑,春申-伟业路620弄、伟业路621弄,2室2厅,85.96,57003,490,南北向,低层（共12层）,2005年建,满五优质教育配套成熟性价比高
江海新村,南桥-江海新村1-608号,3室2厅,121.88,15573,189.8,南向,低层（共6层）,1998年建,满五优质教育业主急售一梯一户
宜浩佳园,临港新城-宜浩佳园竹柏路100弄、竹柏路366弄、竹柏,2室2厅,82,30488,250,南北向,高层（共4层）,2010年建,满五优质教育配套成熟性价比高
德州六村,世博-长清路177弄、灵岩路56弄、德州路300弄,2室1厅,54.7,45704,250,南北向,高层（共6层）,1995年建,"满五优质教育
                                        距8号线杨思站约598米"
巷佳华苑,赵巷-盈港东路4709弄1-44号、镇泽路518弄,2室2厅,81,29012,235,南北向,低层（共5层）,2008年建,"满五优质教育总价低户型佳
                                        距17号线赵巷站约59米"
紫阳花苑,华泾-龙吟路500弄、龙吟路452弄、 龙吟路50,1室1厅,43.9,43736,192,南向,中层（共6层）,1996年建,无
心圆东苑,川沙-华夏二路1455弄1-33号,2室2厅,73.9,41949,310,南向,高层（共15层）,2012年建,满五
锦绣江南一期,金汇-金汇南路60弄,4室2厅,229.05,69417,1590,南向,高层（共10层）,2002年建,距9号线合川路站约868米
中友嘉园,古美-古美路1458弄,2室2厅,107.4,64246,690,南北向,中层（共14层）,2004年建,"满五优质教育户型佳采光好
                                        距12号线虹梅路站约387米"
锦苑小区,凉城-凉城路585弄、凉城路589弄、汶水东路71,1室1厅,45,48889,220,南北向,中层（共6层）,1992年建,满五优质教育小区中心总价低
汇丽苑,周浦-汇丽苑关岳路229弄,3室2厅,124,31048,385,南北向,中层（共18层）,2010年建,满五优质教育首付低业主急售
由由七村,花木-由由七村高科西路1655弄、严桥路150弄、,1室1厅,49.74,50261,250,南向,高层（共6层）,1995年建,"满五优质教育
                                        距7号线杨高南路站约342米"
淞南五村,淞南-淞南五村,1室1厅,48,36667,176,南向,中层（共6层）,1997年建,满五优质教育小区中心总价低
川杨新苑三期,张江-中科路2500弄,2室2厅,87.1,42480,370,南向,中层（共6层）,2010年建,"满五优质教育配套成熟业主急售
                                        距13号线张江路站约546米"
巷佳华苑,赵巷-盈港东路4709弄1-44号、镇泽路518弄,2室1厅,82,28049,230,南北向,低层（共6层）,2008年建,"满五优质教育首付低总价低
                                        距17号线赵巷站约59米"
紫阳花苑,华泾-龙吟路500弄、龙吟路452弄、 龙吟路50,2室1厅,55.29,46120,255,南向,中层（共6层）,1996年建,无
步高苑,打浦桥-陕西南路307弄,2室2厅,118,74576,880,南北向,高层（共27层）,2002年建,"满五户型佳拎包入住
                                        距9号线嘉善路站约477米"
东苑新天地南区,莘庄-疏影路711弄,3室2厅,115.6,45675,528,南北向,低层（共14层）,2005年建,满五户型佳采光好
雪野二村,世博-浦东南路4950弄、浦东南路4800弄、雪野,3室1厅,73.8,55556,410,南向,高层（共6层）,1996年建,"满五
                                        距7号线云台路站约387米"
外冈佳苑,外冈-中泉路128弄1-19号、中泉路129弄1-,2室2厅,82,20122,165,南北向,低层（共11层）,2013年建,满二优质教育
贵峰苑,颛桥-丰顺路500弄、金都路3019弄、都市路36,1室1厅,48,39583,190,南北向,中层（共6层）,2001年建,无
三湘四季花城,松江大学城-三湘四季花城梅家浜路1508弄2-45号,4室2厅,136,41176,560,南北向,高层（共14层）,2010年建,"满五优质教育
                                        距9号线松江大学城站约455米"
德州一村,世博-上南路1500弄16支弄、德州路223弄、上,1室1厅,35,50000,175,南向,中层（共6层）,1999年建,"满五优质教育
                                        距8号线成山路站约172米"
银杏新村,华漕-银杏新村纪翟路1625弄,2室1厅,55.8,30466,170,南向,中层（共6层）,1993年建,满五优质教育配套成熟业主急售
大上海国际花园,静安新城-漕宝路1555弄,3室2厅,116.19,60160,699,南向,中层（共6层）,1999年建,"满五
                                        距9号线合川路站约813米"
古北国际花园,古北-黄金城道600弄,3室2厅,173.4,107266,1860,南向,低层（共26层）,2006年建,"满五优质教育
                                        距10号线伊犁路站约294米"
静安新城五区,静安新城-漕宝路1467弄5区2-96号,1室1厅,53.9,61224,330,南向,中层（共7层）,1997年建,"满五优质教育
                                        距9号线合川路站约340米"
民乐苑,御桥-御青路288弄、御青路328弄、御山路347,2室2厅,62.6,50319,315,南北向,低层（共5层）,1996年建,"满五优质教育
                                        距11号线御桥站约243米"
瑞阳苑,周浦-瑞阳路81弄、瑞意路428弄、瑞阳路351弄,2室2厅,76,32895,250,南北向,低层（共18层）,2007年建,满五优质教育性价比高总价低业主急售
唐丰苑,唐镇-创新西路333弄,2室2厅,83,36386,302,南北向,中层（共14层）,2015年建,满二优质教育景观房
马当小区,新天地-马当路357弄,1室1厅,52.25,104306,545,南向,高层（共27层）,1992年建,"满五优质教育配套成熟小区中心
                                        距10号线新天地站约284米"
黄浦新苑,老西门-黄浦新苑丽园路333弄,2室2厅,112.7,78083,880,南向,高层（共25层）,2009年建,"满五优质教育
                                        距8号线陆家浜路站约365米"
绿地21城C区,昆山-绿地21城C区绿地大道333弄,3室2厅,59.2,11909,70.5,南北向,低层（共16层）,2015年建,满二优质教育
巷佳华苑二期,赵巷-盈港东路4709弄1-44号、镇泽路518弄,1室2厅,62,28226,175,南北向,中层（共6层）,2012年建,"满五优质教育首付低拎包入住
                                        距17号线赵巷站约59米"
中原新村,徐家汇-中原新村中漕路38弄,2室1厅,50.04,105915,530,南向,高层（共6层）,1984年建,"满五优质教育配套成熟送车位
                                        距1号线上海体育馆站约394米"
金水新苑,南桥-金齐路348弄,3室2厅,128.49,21402,275,南向,中层（共15层）,2010年建,满五配套成熟小区中心
静安新城四区,静安新城-漕宝路1467弄4区1-79号,3室1厅,82.31,52485,432,南向,高层（共7层）,1997年建,"满五优质教育
                                        距9号线合川路站约795米"
南姚小区,车墩-联营路88弄,2室1厅,40,21250,85,南向,中层（共11层）,2009年建,满五
桂花锦苑,泗泾-泽悦路326弄、泽悦路325弄、泽悦路212,2室1厅,71.36,26626,190,南向,高层（共18层）,2013年建,满二优质教育性价比高业主急售
国和一村,中原-国和路1015号,2室1厅,67.4,42730,288,南向,低层（共6层）,1995年建,"满五优质教育配套成熟小区中心
                                        距8号线嫩江路站约554米"
桂林苑,田林-钦州北路885弄、钦州北路888弄,1室1厅,60.39,64580,390,南向,中层（共6层）,1995年建,"满五
                                        距9号线桂林路站约937米"
江海新村,南桥-江海新村1-608号,2室2厅,80.95,17295,140,南向,中层（共6层）,1993年建,满二优质教育总价低性价比高
万业紫辰苑,杨行-江杨北路1568弄,2室2厅,94.8,37975,360,南向,低层（共12层）,2014年建,"优质教育
                                        距3号线江杨北路站约956米"
华悦家园,田林-虹漕路19弄21号,3室2厅,119.68,75201,900,南向,低层（共34层）,2015年建,"满五
                                        距12号线虹漕路站约323米"
高乐小区,松江老城-荣乐中路80弄、荣乐中路86弄、谷阳北路52,3室2厅,95.3,25708,245,南北向,中层（共6层）,2000年建,"满五优质教育
                                        距9号线松江体育中心站约432米"
梅园四街坊,源深-福山路100弄、福山路102弄、张杨路951,1室1厅,51,91176,465,南向,高层（共18层）,1993年建,"优质教育
                                        距2号线世纪大道站约310米"
颐湾丽庭,朱家角-绿舟路118弄,独栋,卧室：,31884,660,207�O,无花园,南向,无
金樟花苑,金杨-栖山路1555弄,3室1厅,92.36,59550,550,南北向,低层（共6层）,2001年建,满五优质教育小区中心黄金楼层
水语人家,浦江-水语人家浦涛路768弄、浦涛路751弄,3室2厅,98.67,32431,320,南北向,低层（共11层）,2009年建,满五小区中心
奥林匹克花园一期,九亭-奥林匹克花园一期涞亭北路99弄,2室2厅,81.7,42228,345,南向,低层（共16层）,2006年建,"满二优质教育
                                        距9号线中春路站约1165米"
东方悦居,三林-杨思路1121弄,3室1厅,94,51064,480,南向,低层（共14层）,2008年建,"满五首付低总价低
                                        距6号线东明路站约1104米"
宝宸怡景园,共康-三泉路1859弄,2室2厅,88.6,55079,488,南北向,中层（共14层）,2009年建,"满二优质教育性价比高业主急售
                                        距1号线通河新村站约736米"
远洋鸿郡,罗店-抚远路699弄,独栋,卧室：,35885,1500,418�O,花园：380.0平米,南向,满二
泷湾,赵巷-业前路1688弄,独栋,卧室：,27847,802,288�O,花园：300.0平米,南向,满二
民乐苑,御桥-御青路288弄、御青路328弄、御山路347,2室1厅,65.39,61630,403,南向,中层（共5层）,1996年建,"满五优质教育性价比高业主急售
                                        距11号线御桥站约243米"
南郊花园公寓,周浦-周康路118弄1-33号,1室2厅,50,43600,218,南北向,高层（共6层）,2006年建,满五优质教育总价低景观房
上海绿城,杨东-锦和路99弄,4室2厅,304,82204,2499,南向,中层（共14层）,2004年建,"满五优质教育配套成熟性价比高
                                        距6号线上海儿童医学中心站约1049米"
梦蝶苑,龙华-梦蝶苑宾阳路50弄1-11号,3室2厅,135,69630,940,南向,高层（共6层）,2000年建,"满五优质教育首付低总价低
                                        距1号线漕宝路站约500米"
绿地临港家园,临港新城-古棕路438弄、古棕路555弄,3室2厅,120,20833,250,南北向,低层（共4层）,2010年建,满五
古美八村,古美-莲花路310弄,2室1厅,59.85,54302,325,南向,高层（共6层）,1994年建,"满五优质教育
                                        距1号线莲花路站约942米"
崧泽华城逸泰雅苑,青浦城区-西油墩港路177弄,2室2厅,80.8,24752,200,南向,中层（共18层）,2015年建,"满五
                                        距17号线汇金路站约1021米"
鼎鑫名流苑,川沙-川周路8682弄,2室2厅,92.72,44758,415,南北向,高层（共11层）,2009年建,"满五优质教育
                                        距2号线川沙站约1198米"
意和家园,凉城-株洲路258弄,2室2厅,95,54211,515,南向,中层（共24层）,2002年建,"满五业主急售送车位
                                        距1号线延长路站约1105米"
保利叶之林,大场镇-保利叶之林华秋路349弄(一期)、塘祁路57,3室2厅,125.3,43815,549,南北向,高层（共16层）,2015年建,"满二
                                        距7号线祁华路站约691米"
浦江花苑,老闵行-浦江路58弄,3室2厅,140,29286,410,南北向,高层（共6层）,2006年建,"满五优质教育性价比高业主急售
                                        距5号线江川路站约870米"
大华锦绣华城第18街区,北蔡-成山路2008弄,4室3厅,231.89,68136,1580,南北向,高层（共18层）,2006年建,"满五优质教育
                                        距13号线下南路站约385米"
远中风华园,南京西路-新闸路1068弄,1室2厅,66.02,127234,840,南北向,中层（共8层）,2011年建,距1号线汉中路站约783米
玫瑰99,春申-玫瑰99洱海路99弄,2室2厅,96.09,53804,517,南北向,中层（共11层）,2006年建,满五优质教育业主急售性价比高
美林小城,周浦-沪南公路3468弄,2室1厅,67.2,41667,280,南向,高层（共1层）,2009年建,满五优质教育配套成熟户型佳
东三小区,南码头-东三小区东三街102弄1-45号、塘南路15,2室1厅,64.75,47876,310,南向,高层（共6层）,1982年建,"满五优质教育
                                        距6号线临沂新村站约1105米"
中虹佳园,周浦-中虹佳园瑞浦路8弄2-50号、瑞浦路287弄,3室2厅,93,32151,299,东向,高层（共5层）,2007年建,满五优质教育配套成熟首付低性价比高
万业紫辰苑,杨行-江杨北路1568弄,2室2厅,94.8,34283,325,南北向,高层（共33层）,2011年建,"满五优质教育业主急售送车位
                                        距3号线江杨北路站约956米"
大上海国际花园,静安新城-漕宝路1555弄,3室2厅,131.84,56129,740,南向,中层（共6层）,1999年建,"满五
                                        距9号线合川路站约813米"
财富公寓,五角场-政旦东路8弄,3室2厅,88.91,59611,530,南北向,高层（共16层）,2003年建,"满五优质教育景观房
                                        距10号线江湾体育场站约477米"
长桥三村,长桥-长桥三村1-159号,1室1厅,38.65,43984,170,南向,高层（共6层）,1988年建,满五优质教育
绿地南桥新苑,南桥-环城东路885弄,2室2厅,81.7,35496,290,南向,高层（共5层）,2006年建,"满五配套成熟小区中心
                                        距5号线环城东路站约263米"
滴水湖馨苑,临港新城-方竹路222弄、方竹路333弄,3室2厅,88,25000,220,南北向,中层（共5层）,2012年建,满五优质教育
同润菲诗艾伦,泗泾-古楼公路1198弄,3室2厅,88.74,34934,310,南北向,低层（共18层）,2014年建,满五小区中心业主急售
明日星城,董家渡-河南南路1009弄、河南南路1001弄,3室2厅,124,79435,985,南北向,中层（共16层）,2002年建,"满二优质教育性价比高户型佳
                                        距9号线小南门站约573米"
翠湖天地御苑,新天地-翠湖天地御苑顺昌路168弄,2室2厅,139.81,157285,2199,南向,高层（共12层）,2006年建,"满五优质教育采光好带花园
                                        距10号线新天地站约439米"
欧风家园,周浦-欧风家园瑞意路399弄、瑞浦路77弄,3室2厅,95,29105,276.5,南北向,中层（共14层）,2008年建,满五优质教育黄金楼层业主急售
华梅花苑,古美-虹梅路999弄,4室3厅,149.42,56887,850,南向,高层（共5层）,2000年建,"满五优质教育
                                        距12号线虹梅路站约751米"
绿地小米公社,奉城-兰博路1189弄,2室1厅,69.5,18130,126,南向,中层（共15层）,2016年建,满二配套成熟性价比高
永康城宝铭莲浦苑,浦江-永杰路577弄1-36号,1室1厅,60,26333,158,南向,中层（共11层）,,满二
金沙鼎苑,江桥-金耀路555弄,2室2厅,77.33,35562,275,南北向,高层（共18层）,2012年建,满五
杨家桥小区(普陀),真如-真北路2904弄、真北路2960弄、真北路2,2室1厅,55.4,40614,225,南向,高层（共6层）,1997年建,"满五小区中心首付低
                                        距11号线李子园站约645米"
林云小区,曲阳-辉河路40弄1-40号、密云路611弄、密云,2室1厅,54.73,63037,345,南北向,低层（共6层）,1991年建,"满五优质教育配套成熟小区中心
                                        距10号线同济大学站约1085米"
世华锦城,三林-世华锦城杨思路860弄,1室2厅,51.7,55126,285,南北向,中层（共11层）,2008年建,"满五优质教育
                                        距8号线杨思站约722米"
合生江湾国际公寓,新江湾城-政和路999弄,2室1厅,99.58,76321,760,南向,高层（共14层）,2012年建,满五优质教育配套成熟小区中心
荷三小区,金桥-荷三小区牟平路56弄、牟平路154弄、荷泽路,2室1厅,58.83,44195,260,南北向,中层（共6层）,1999年建,"满五性价比高户型佳
                                        距6号线博兴路站约914米"
维诗凯亚别墅,碧云-云山路2000弄,独栋,卧室：,77011,3350,435�O,花园：200.0平米,东向,"满五
                                        距9号线蓝天路站约996米"
浦江世博家园十一街坊,浦江-浦驰路188弄,1室1厅,60.36,44732,270,南北向,中层（共12层）,2008年建,"满二优质教育
                                        距8号线联航路站约860米"
工农三村,中原-工农三村工农三村1-164号,2室1厅,63,44127,278,南北向,高层（共6层）,1988年建,"满五优质教育
                                        距8号线市光路站约325米"
奥林匹克花园二期,九亭-涞寅路106弄1-64号,1室1厅,55,41818,230,南北向,高层（共16层）,2008年建,"满五唯一优质教育
                                        距9号线中春路站约1152米"
梅园三街坊,源深-商城路991弄、商城路1025弄、乳山路13,1室1厅,32,125000,400,南向,低层（共6层）,1985年建,"满五优质教育
                                        距2号线世纪大道站约555米"
大名城名郡,安亭-秦安路27弄,3室2厅,88,29091,256,南北向,中层（共25层）,,"满五优质教育总价低性价比高
                                        距11号线兆丰路站约607米"
首创禧悦风华,朱家角-黄泥娄路108号,3室2厅,95,41053,390,南北向,中层（共14层）,2014年建,距17号线淀山湖大道站约569米
中城绿苑,春申-伟业路620弄、伟业路621弄,2室2厅,85.96,57003,490,南北向,低层（共14层）,2005年建,满五优质教育小区中心业主急售
水帘洞小区,西渡-西渡镇近沪杭公路,2室1厅,61.01,20980,128,南向,高层（共6层）,1996年建,"满五配套成熟性价比高
                                        距5号线西渡站约411米"
名人花苑,华泾-龙吴路2525弄,2室2厅,75.92,46101,350,南向,高层（共6层）,1999年建,优质教育
闵浦新苑五村,浦江-江玮路450弄,2室2厅,95,30526,290,南北向,中层（共11层）,2012年建,满五优质教育配套成熟小区中心
三湘森林海尚,南翔-宝翔路188弄(近芳林路),2室2厅,88.43,43877,388,南北向,中层（共18层）,2015年建,"满二配套成熟性价比高
                                        距11号线南翔站约757米"
翔殷三村,中原-包头路158号,2室1厅,58,51724,300,南向,低层（共6层）,1995年建,"满五优质教育配套成熟小区中心
                                        距8号线嫩江路站约992米"
东郊花园,张江-东郊花园紫竹路398弄2-60号、紫竹路12,独栋,卧室：,115385,9000,780�O,花园：800.0平米,南向,满五优质教育
新上海弄里人家别墅,九亭-九亭大街265弄、涞亭南路382弄,联排,卧室：,38780,680,175.35�O,花园：80.0平米,南向,满五
金硕河畔景园(南区),浦江-浦连路598弄,2室2厅,79.05,29096,230,南北向,高层（共17层）,2019年建,满五
绿地海域笙晖,杨行-杨泰路99弄,3室2厅,95.3,41763,398,南向,低层（共17层）,2014年建,满二优质教育
中粮海景壹号,陆家嘴-银城中路600弄,4室2厅,346.1,210922,7300,东向,高层（共40层）,2009年建,"满二配套成熟户型佳
                                        距2号线陆家嘴站约694米"
景雅苑,华漕-景雅苑开兴路199弄,3室2厅,115,34783,400,南北向,中层（共12层）,2010年建,满五
合生御廷,赵巷-巷居路99弄,3室2厅,98,30102,295,南北向,高层（共8层）,2013年建,"满五送车位赠露台
                                        距17号线赵巷站约807米"
北汪小区,中山公园-东诸安浜路165弄,2室1厅,58.07,80937,470,南北向,中层（共7层）,1994年建,"满五优质教育
                                        距2号线江苏路站约406米"
汇福家园兴盛里,周浦-汇福家园兴盛里周秀路168弄,2室2厅,74,27838,206,南北向,高层（共16层）,2015年建,满五首付低送车位
国和一村,中原-国和路1015号,1室1厅,38.6,44041,170,南北向,中层（共6层）,1995年建,"满五优质教育
                                        距8号线嫩江路站约554米"
百欣苑,川沙-东亭路836弄,1室1厅,55.22,26259,145,南向,中层（共6层）,2005年建,满五优质教育
云舫小区,北外滩-保定路20弄10-40号,2室2厅,64.3,54432,350,南向,中层（共16层）,2005年建,"满五首付低总价低
                                        距4号线大连路站约362米"
共富三村,共富-共富三村,3室2厅,126.21,35655,450,南向,低层（共6层）,1999年建,"满五优质教育
                                        距1号线共富新村站约1048米"
双喜家园,东外滩-杨树浦路1161号、杨树浦路1177弄,2室2厅,97,54639,530,南北向,高层（共16层）,2000年建,满五优质教育
东亚启航公馆,川沙-航城三路518弄,2室2厅,78,31410,245,南向,高层（共11层）,2019年建,满五性价比高业主急售
湖山在望花园,颛桥-都市路2566弄,独栋,卧室：,58858,3000,509.7�O,花园：800.0平米,北向,"满五唯一满二优质教育
                                        距5号线颛桥站约763米"
圣约翰名邸,中山公园-长宁路1188弄,2室2厅,100.53,90520,910,南向,低层（共27层）,2003年建,距2号线中山公园站约191米
绿色丽园,大宁-大宁路535弄、大宁路667弄,2室2厅,83,77831,646,南北向,中层（共18层）,2003年建,"满五优质教育总价低性价比高
                                        距1号线上海马戏城站约713米"
